City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
59,iskateley,67.6803,53.1512,-29.43,98,41,3.13,RU,1707971194
60,magnitogorsk,53.4186,59.0472,-28.54,83,65,3.0,RU,1707971194
61,kolokani,13.5728,-8.0339,23.52,11,47,3.95,ML,1707971194
62,college,64.8569,-147.8028,1.99,59,40,2.06,US,1707971194
63,imperatriz,-5.5264,-47.4917,26.03,83,0,0.0,BR,1707971194
64,ribeira grande,38.5167,-28.7,17.1,87,100,10.73,PT,1707971195
65,medina,24.4686,39.6142,17.24,59,40,0.0,SA,1707971195
66,anekal,12.7,77.7,26.72,37,57,4.75,IN,1707971195
67,badger,64.8,-147.5333,1.95,53,40,2.06,US,1707971195
68,vadso,70.0744,29.7487,-12.91,78,75,8.75,NO,1707971195
69,udachny,66.4167,112.4,-25.45,93,100,1.31,RU,1707971195
70,thompson,55.7435,-97.8558,-22.91,77,100,4.63,CA,1707971196
71,la gi,10.6667,107.7833,30.28,57,93,7.91,VN,1707971196
72,bredasdorp,-34.5322,20.0403,15.99,78,25,3.77,ZA,1707971049
73,port douglas,-16.4833,145.4667,29.12,70,75,3.46,AU,1707971196
74,utrik,11.2278,169.8474,26.05,77,45,9.66,MH,1707971196
75,st. john's,47.5649,-52.7093,0.66,97,100,11.18,CA,1707971154
76,alice springs,-23.7,133.8833,37.34,20,40,7.72,AU,1707971196
77,hawaiian paradise park,19.5933,-154.9731,25.73,77,100,5.14,US,1707971196
78,priargunsk,50.3691,119.1012,-21.14,93,59,2.06,RU,1707971196
79,vilyuchinsk,52.9306,158.4028,-6.71,88,100,1.75,RU,1707971197
80,chiang kham,19.5233,100.3,27.9,26,53,1.15,TH,1707971197
81,saipan,15.1355,145.701,29.39,61,100,9.77,MP,1707971197
82,rikaze,29.25,88.8833,-1.95,60,100,1.93,CN,1707971197
83,la'ie,21.6477,-157.9253,24.98,63,7,1.34,US,1707971197
84,port elizabeth,-33.918,25.5701,20.16,83,100,6.17,ZA,1707971197
85,toliara,-23.35,43.6667,26.02,82,72,2.99,MG,1707971197
86,ola,59.5833,151.2833,-18.81,82,100,3.66,RU,1707971197
87,kuanda,56.3161,116.0806,-23.23,88,86,0.28,RU,1707971197
88,seguela,7.9611,-6.6731,24.59,51,35,2.2,CI,1707971198
89,murray bridge,-35.1167,139.2667,24.63,32,61,4.9,AU,1707971198
90,constantia,44.1833,28.65,5.39,76,100,9.81,RO,1707971046
91,luganville,-15.5333,167.1667,30.21,78,25,3.27,VU,1707971055
92,al kharijah,25.4514,30.5464,13.32,52,28,1.69,EG,1707971198
93,mbandaka,0.0487,18.2603,23.25,76,81,1.43,CD,1707971198
94,gaspe,48.8334,-64.4819,-1.88,69,100,5.66,CA,1707971198
95,capitao poco,-1.7464,-47.0594,23.68,98,100,1.54,BR,1707971198
96,joshimath,30.5667,79.5667,13.7,26,0,1.6,IN,1707971199
97,port mathurin,-19.6833,63.4167,27.56,82,100,8.98,MU,1707971199
98,usogorsk,63.4106,48.6872,-34.07,100,13,1.39,RU,1707971199
99,queenstown,-31.8976,26.8753,15.35,96,96,0.57,ZA,1707971199
100,grand falls-windsor,48.9332,-55.6649,-1.39,94,100,3.58,CA,1707971199
101,amungan,15.3652,119.9582,29.74,56,60,3.83,PH,1707971199
102,okha,53.5739,142.9478,-19.89,74,13,6.48,RU,1707971199
103,camborne,50.2131,-5.2973,13.76,77,100,5.66,GB,1707971199
104,klyuchi,52.2667,79.1667,-21.84,86,80,4.62,RU,1707971199
105,palikir - national government center,6.9248,158.1611,30.47,70,100,5.14,FM,1707971200
106,belmonte,-15.8631,-38.8828,25.65,86,68,2.72,BR,1707971200
107,east ballina,-28.8667,153.5833,29.33,60,63,4.62,AU,1707971200
108,dwarka,22.2394,68.9678,22.91,32,0,6.51,IN,1707971200
109,mukalla,14.5425,49.1242,23.44,74,72,2.88,YE,1707971200
110,kismayo,-0.3582,42.5454,26.88,85,80,6.5,SO,1707971200
111,margaret river,-33.95,115.0667,29.25,44,76,3.16,AU,1707971200
112,tetouan,35.5711,-5.3724,15.43,82,100,2.57,MA,1707971200
113,genhe,50.7833,121.5167,-16.85,84,99,2.19,CN,1707971201
114,yuzhno-kurilsk,44.0306,145.8556,-1.46,91,100,1.96,RU,1707971201
115,greenville,35.6127,-77.3663,4.51,92,0,0.0,US,1707971142
116,dolgorukovo,52.3195,38.3453,-7.56,94,100,5.66,RU,1707971201
117,shevchenko,48.5,35.0,5.28,81,100,5.02,UA,1707971201
118,natal,-5.795,-35.2094,27.12,89,40,2.06,BR,1707971201
119,tanabe,33.7333,135.3667,16.56,94,75,6.17,JP,1707971201
120,itoman,26.1247,127.6694,26.43,71,40,4.63,JP,1707971202
121,saint-joseph,-21.3667,55.6167,28.21,84,63,4.98,RE,1707971202
122,pisco,-13.7,-76.2167,24.03,78,0,4.63,PE,1707971202
123,invercargill,-46.4,168.35,12.52,77,95,3.58,NZ,1707971202
124,mount isa,-20.7333,139.5,30.87,66,75,4.12,AU,1707971202
125,bubaque,11.2833,-15.8333,26.1,76,100,5.8,GW,1707971202
126,losone,46.1687,8.7593,7.96,87,12,0.0,CH,1707971202
127,bayanhongor,46.7167,100.1167,-16.09,62,7,0.25,MN,1707971202
128,puerto ayora,-0.7393,-90.3518,27.53,94,100,2.24,EC,1707971202
129,gaomi,36.3833,119.7528,4.09,38,78,7.39,CN,1707970997
130,gadzhiyevo,69.2551,33.3362,-18.56,96,55,7.9,RU,1707971203
131,borazjan,29.2666,51.2159,20.9,45,48,2.34,IR,1707971203
132,corumba,-19.0092,-57.6533,23.95,84,98,1.18,BR,1707971203
133,anadyr,64.75,177.4833,-26.72,76,0,5.0,RU,1707971203
134,east london,-33.0153,27.9116,20.52,88,100,3.09,ZA,1707971203
135,ilulissat,69.2167,-51.1,-21.99,49,96,1.03,GL,1707971203
136,benguela,-12.5763,13.4055,26.56,83,96,1.24,AO,1707971204
137,vila velha,-20.3297,-40.2925,25.97,78,75,1.03,BR,1707971028
138,fale old settlement,-9.3852,-171.2468,26.88,91,100,11.07,TK,1707971204
139,fort st. john,56.2499,-120.8529,-8.06,62,0,2.57,CA,1707971012
140,saint-pierre,-21.3393,55.4781,28.82,70,0,1.54,RE,1707971204
141,whitehorse,60.7161,-135.0538,-13.57,84,40,1.54,CA,1707971023
142,benjamin constant,-4.3831,-70.0311,25.07,99,99,1.0,BR,1707971204
143,pocao de pedras,-4.6667,-44.85,23.7,98,97,1.04,BR,1707971204
144,selfoss,63.9331,-20.9971,-1.64,95,99,2.06,IS,1707971205
145,vila franca do campo,37.7167,-25.4333,16.23,77,100,6.3,PT,1707971205
146,iglino,54.8324,56.4126,-25.75,90,5,3.86,RU,1707971206
147,hinojosa del duque,38.5006,-5.1465,12.82,67,100,3.34,ES,1707971206
148,nemuro,43.3236,145.575,-0.55,84,100,2.43,JP,1707971206
149,carnarvon,-24.8667,113.6333,26.46,72,56,5.53,AU,1707971206
150,hilo,19.7297,-155.09,25.85,76,100,5.14,US,1707971206
151,waitara,-38.925,174.25,22.5,67,4,3.06,NZ,1707971206
152,kalemie,-5.9475,29.1947,21.03,92,100,2.0,CD,1707971206
153,lagoa,39.05,-27.9833,15.4,70,100,7.89,PT,1707971206
154,georgetown,5.4112,100.3354,33.3,55,20,3.6,MY,1707971064
155,bintulu,3.1667,113.0333,30.23,74,40,2.57,MY,1707971206
156,san patricio,28.017,-97.5169,18.8,85,100,3.64,US,1707971207
157,sinabang,2.4803,96.3801,29.4,73,71,1.78,ID,1707971207
158,orchard homes,46.8633,-114.0484,-2.31,84,100,3.09,US,1707971207
159,howard springs,-12.497,131.047,34.43,73,57,4.91,AU,1707971207
160,fayetteville,35.0527,-78.8784,9.38,69,0,2.06,US,1707971207
161,takanabe,32.1333,131.5,19.94,66,90,3.45,JP,1707971207
162,murun-kuren,49.6342,100.1625,-9.97,63,80,1.69,MN,1707971207
163,cheney,47.4874,-117.5758,0.19,63,100,7.2,US,1707971207
164,souillac,-20.5167,57.5167,30.19,83,40,3.6,MU,1707971208
165,happy valley-goose bay,53.3168,-60.3315,-5.83,73,100,6.69,CA,1707971208
166,nar'yan-mar,67.6713,53.087,-29.38,98,47,3.13,RU,1707971208
167,luderitz,-26.6481,15.1594,18.79,79,96,8.96,NA,1707971208
168,scunthorpe,53.579,-0.6544,12.16,94,100,5.36,GB,1707971208
169,sao raimundo nonato,-9.0153,-42.6994,25.89,61,98,0.42,BR,1707971209
170,ulanhot,46.0833,122.0833,-7.28,30,0,3.9,CN,1707971209
171,wailua homesteads,22.0669,-159.378,23.75,75,40,4.63,US,1707971209
172,keokuk,40.3973,-91.3849,10.61,57,75,6.69,US,1707971209
173,ust-nera,64.5667,143.2,-31.92,96,100,0.8,RU,1707971209
174,haiku-pauwela,20.9219,-156.3051,23.91,78,40,6.69,US,1707971210
175,lovisa,60.4566,26.2251,-3.73,98,98,2.46,FI,1707971210
176,san antonio,29.4241,-98.4936,16.98,83,100,4.12,US,1707971037
177,pran buri,12.3847,99.9098,32.21,79,49,2.93,TH,1707971210
178,wewak,-3.5534,143.6268,29.12,74,100,6.35,PG,1707971210
179,chonchi,-42.6128,-73.8092,12.56,90,15,0.09,CL,1707971210
180,port augusta,-32.5,137.7667,28.81,19,3,5.17,AU,1707971210
181,howrah,22.5892,88.3103,24.0,73,20,2.57,IN,1707971210
182,callao,-12.0667,-77.15,27.07,69,0,6.69,PE,1707970942
183,port lincoln,-34.7333,135.8667,19.69,54,3,5.3,AU,1707971211
184,quibala,-10.7337,14.98,17.01,98,62,0.71,AO,1707971211
185,hermanus,-34.4187,19.2345,16.0,77,64,6.55,ZA,1707971211
186,kingston,17.997,-76.7936,25.53,92,20,3.09,JM,1707970949
187,terre haute,39.4667,-87.4139,5.54,68,0,2.06,US,1707971138
188,chibougamau,49.9168,-74.3659,-19.21,84,40,2.57,CA,1707971211
189,uturoa,-16.7333,-151.4333,28.2,77,100,7.28,PF,1707971211
190,coahuayana de hidalgo,18.7,-103.6583,24.34,83,100,1.72,MX,1707971211
191,mount pearl,47.5166,-52.7813,0.19,98,100,10.8,CA,1707971211
192,halifax,44.6453,-63.5724,-6.94,83,61,4.47,CA,1707970782
193,lincoln,40.8,-96.667,2.95,70,75,11.83,US,1707970873
194,juneau,58.3019,-134.4197,1.72,100,40,0.0,US,1707971212
195,nolinsk,57.5596,49.9363,-33.91,100,14,2.04,RU,1707971212
196,alta,69.9689,23.2717,-9.41,74,20,6.69,NO,1707971179
197,sao gabriel,-30.3364,-54.32,19.05,67,100,5.95,BR,1707971212
198,belabo,4.9333,13.3,19.02,49,98,0.31,CM,1707971212
199,kayes,14.0,-11.0,27.13,8,99,0.73,ML,1707971212
200,okhotsk,59.3833,143.3,-20.01,82,100,4.29,RU,1707971213
201,merritt,50.1123,-120.7942,-8.15,85,27,0.45,CA,1707971213
202,nyurba,63.2842,118.3319,-33.44,97,100,1.03,RU,1707971213
203,ca mau,9.1769,105.15,33.68,43,52,6.75,VN,1707971213
204,salym,60.0625,71.4789,-24.46,84,39,5.76,RU,1707971213
205,metlili chaamba,32.2667,3.6333,11.52,58,0,0.0,DZ,1707971213
206,itapirapua,-15.8233,-50.6133,23.53,76,100,1.19,BR,1707971213
207,lebanon,36.2081,-86.2911,10.83,67,0,0.0,US,1707971020
208,nouadhibou,20.931,-17.0347,18.99,88,40,7.2,MR,1707971214
209,saldanha,-33.0117,17.9442,14.03,86,10,4.66,ZA,1707971214
210,birzebbuga,35.8258,14.5269,9.38,81,0,2.06,MT,1707971214
211,i-n-salah,27.1935,2.4607,16.99,35,64,5.46,DZ,1707971214
212,vuktyl,63.8567,57.3094,-37.72,100,34,0.45,RU,1707971214
213,ancud,-41.8697,-73.8203,12.19,89,42,0.75,CL,1707971214
214,villa gesell,-37.2639,-56.973,17.25,77,0,4.88,AR,1707970971
215,kavaratti,10.5669,72.642,27.99,70,55,4.63,IN,1707971215
216,kapuskasing,49.4169,-82.4331,-6.95,68,100,3.6,CA,1707971215
217,afaahiti,-17.75,-149.2833,27.93,78,100,8.23,PF,1707971215
218,moram,17.8,76.4667,25.31,48,99,3.2,IN,1707971215
219,gebeit,21.0667,36.3167,15.26,64,100,1.02,SD,1707971215
220,labrador city,52.9463,-66.9114,-12.05,81,100,8.94,CA,1707971215
221,lebu,-37.6167,-73.65,13.85,95,38,0.43,CL,1707971215
222,tsumeb,-19.2333,17.7167,21.26,37,10,1.64,NA,1707971215
223,nsanje,-16.92,35.262,21.47,88,0,0.21,MW,1707971216
224,aldan,58.6031,125.3894,-23.37,83,100,3.36,RU,1707971216
225,corner brook,48.9667,-57.9484,0.09,95,100,3.92,CA,1707971179
226,rohru,31.2167,77.75,11.85,15,0,1.36,IN,1707971216
227,sisimiut,66.9395,-53.6735,-19.25,73,70,2.36,GL,1707971216
228,nizhneudinsk,54.9076,99.0276,-1.78,62,96,5.38,RU,1707971216
229,lisakovsk,52.5369,62.4936,-28.7,95,6,4.94,KZ,1707971216
230,guerrero negro,27.9769,-114.0611,14.92,73,3,3.91,MX,1707971156
231,zabid,14.1951,43.3152,25.78,73,9,0.53,YE,1707971216
232,santo domingo zanatepec,16.4831,-94.3475,23.33,69,24,2.8,MX,1707971216
233,neiafu,-18.65,-173.9833,29.38,74,75,5.14,TO,1707971216
234,chillicothe,39.3331,-82.9824,0.77,79,3,1.59,US,1707971065
235,amga,60.8953,131.9608,-28.73,89,99,1.58,RU,1707971217
236,kailua-kona,19.6406,-155.9956,25.98,76,40,5.66,US,1707971217
237,williams lake,52.1415,-122.1445,-8.24,95,75,2.57,CA,1707971217
238,sao pedro,-22.5486,-47.9139,20.68,98,100,1.75,BR,1707971217
239,sola,-13.8833,167.55,28.88,79,76,5.24,VU,1707971217
240,revda,56.801,59.9303,-34.07,99,14,1.59,RU,1707971217
241,tazacorte,28.629,-17.9293,18.54,83,20,4.02,ES,1707971217
242,burang,30.25,81.1667,-3.77,49,0,2.48,CN,1707971217
243,lompoc,34.6391,-120.4579,13.77,87,100,0.0,US,1707971218
244,ploneour-lanvern,47.9,-4.2833,13.16,94,0,4.63,FR,1707971218
245,arraial do cabo,-22.9661,-42.0278,23.76,91,100,2.8,BR,1707971184
246,san jose del cabo,23.0589,-109.6977,20.97,72,100,1.54,MX,1707971045
247,fortuna,40.5982,-124.1573,9.25,96,100,5.14,US,1707971218
248,suratgarh,29.3167,73.9,18.35,16,0,0.19,IN,1707971218
249,kodiak,57.79,-152.4072,3.73,87,100,7.2,US,1707971218
250,magadan,59.5667,150.8,-19.15,81,100,3.48,RU,1707971218
251,port-gentil,-0.7193,8.7815,28.49,80,100,4.54,GA,1707971218
252,kill devil hills,36.0307,-75.676,6.66,74,0,2.06,US,1707971015
253,dzuunharaa,48.8523,106.4579,-9.56,68,4,2.19,MN,1707971218
254,kutum,14.2,24.6667,15.23,27,33,6.17,SD,1707971219
255,atafu village,-8.5421,-172.5159,26.5,91,100,9.98,TK,1707971219
256,quechultenango,17.4167,-99.2167,20.59,75,71,0.39,MX,1707971219
